artist,song,link,text
Bob Dylan,Blind Willie Mctell,/b/bob+dylan/blind+willie+mctell_20021263.html,"Seen the arrow on the doorpost  
Saying, ""This land is condemned  
All the way from New Orleans  
To Jerusalem. ""  
I traveled through East Texas  
Where many martyrs fell  
And I know no one can sing the blues  
Like Blind Willie Mctell  
  
Well, I heard the hoot owl singing  
As they were taking down the tents  
The stars above the barren trees  
Were his only audience  
Them charcoal gypsy maidens  
Can strut their feathers well  
But nobody can sing the blues  
Like Blind Willie Mctell  
  
See them big plantations burning  
Hear the cracking of the whips  
Smell that sweet magnolia blooming  
(And) see the ghosts of slavery ships  
I can hear them tribes a-moaning  
(I can) hear the undertaker's bell  
(Yeah), nobody can sing the blues  
Like Blind Willie Mctell  
  
There's a woman by the river  
With some fine young handsome man  
He's dressed up like a squire  
Bootlegged whiskey in his hand  
There's a chain gang on the highway  
I can hear them rebels yell  
And I know no one can sing the blues  
Like Blind Willie Mctell  
  
Well, God is in heaven  
And we all want what's his  
But power and greed and corruptible seed  
Seem to be all that there is  
I'm gazing out the window  
Of the St. James Hotel  
And I know no one can sing the blues  
Like Blind Willie Mctell

"
Bob Dylan,Blowin' In The Wind,/b/bob+dylan/blowin+in+the+wind_20021159.html,"How many roads must a man walk down  
Before you can call him a man?  
How many seas must a white dove sail  
Before she sleeps in the sand?  
Yes, how many times must the cannon balls fly  
Before they're forever banned?  
The answer my friend is blowin' in the wind  
The answer is blowin' in the wind.  
  
Yes, how many years can a mountain exist  
Before it's washed to the sea?  
Yes, how many years can some people exist  
Before they're allowed to be free?  
Yes, how many times can a man turn his head  
Pretending he just doesn't see?  
The answer my friend is blowin' in the wind  
The answer is blowin' in the wind.  
  
Yes, how many times must a man look up  
Before he can really see the sky?  
Yes, how many ears must one man have  
Before he can hear people cry?  
Yes, how many deaths will it take till he knows  
That too many people have died?  
The answer my friend is blowin' in the wind  
The answer is blowin' in the wind.

"
Bob Dylan,Bob Dylan's Blues,/b/bob+dylan/bob+dylans+blues_20021588.html,"Well, the Lone Ranger and Tonto  
They are ridin' down the line  
Fixin' ev'rybody's troubles  
Ev'rybody's 'cept mine  
Somebody musta tol' 'em  
That I was doin' fine  
  
Oh you five and ten cent women  
With nothin' in your heads  
I got a real gal I'm lovin'  
And Lord I'll love her till I'm dead  
Go away from my door and my window too  
Right now  
  
Lord, I ain't goin' down to no race track  
See no sports car run  
I don't have no sports car  
And I don't even care to have one  
I can walk anytime around the block  
  
Well, the wind keeps a-blowin' me  
Up and down the street  
With my hat in my hand  
And my boots on my feet  
Watch out so you don't step on me  
  
Well, lookit here buddy  
You want to be like me  
Pull out your six-shooter  
And rob every bank you can see  
Tell the judge I said it was all right  
Yes!

"
Bob Dylan,Bob Dylan's Dream,/b/bob+dylan/bob+dylans+dream_20021589.html,"While riding on a train goin' west,  
I fell asleep for to take my rest.  
I dreamed a dream that made me sad,  
Concerning myself and the first few friends I had.  
  
With half-damp eyes I stared to the room  
Where my friends and I spent many an afternoon,  
Where we together weathered many a storm,  
Laughin' and singin' till the early hours of the morn.  
  
By the old wooden stove where our hats was hung,  
Our words were told, our songs were sung,  
Where we longed for nothin' and were quite satisfied  
Talkin' and a-jokin' about the world outside.  
  
With haunted hearts through the heat and cold,  
We never thought we could ever get old.  
We thought we could sit forever in fun  
But our chances really was a million to one.  
  
As easy it was to tell black from white,  
It was all that easy to tell wrong from right.  
And our choices were few and the thought never hit  
That the one road we traveled would ever shatter and split.  
  
How many a year has passed and gone,  
And many a gamble has been lost and won,  
And many a road taken by many a friend,  
And each one I've never seen again.  
  
I wish, I wish, I wish in vain,  
That we could sit simply in that room again.  
Ten thousand dollars at the drop of a hat,  
I'd give it all gladly if our lives could be like that.

"
Bob Dylan,Bob Dylan's New Orleans Rag,/b/bob+dylan/bob+dylans+new+orleans+rag_20151228.html,"By Bob Dylan  
  
I was sittin' on a stump  
Down in New Orleans,  
I was feelin' kinda low down,  
Dirty and mean.  
Along came a fella  
And he didn't even ask.  
He says, ""I know of a woman  
That can fix you up fast. ""  
I didn't think twice,  
I said like I should,  
""Let's go find this lady  
That can do me some good. ""  
We walked across the river  
On a sailin' spree  
And we came to a door  
Called one-oh-three.  
  
I was just about ready  
To give it a little knock  
When out comes a fella  
Who couldn't even walk.  
He's linkin' and a-slinkin',  
Couldn't stand on his feet,  
And he moaned and he groaned  
And he shuffled down the street.  
Well, out of the door  
There comes another man.  
He wiggled and he wobbled,  
He couldn't hardly stand.  
He had this frightened  
Look in his eyes,  
Like he just fought a bear,  
He was ready to die.  
  
Well, I peeked through the key crack,  
Comin' down the hall  
Was a long-legged man  
Who couldn't hardly crawl.  
He muttered and he uttered  
In broken French,  
And he looked like he'd been through  
A monkey wrench.  
  
Well, by this time  
I was a-scared to knock,  
I was a-scared to move,  
I's in a state of shock.  
I hummed a little tune  
And I shuffled my feet  
And I started walkin' backwards  
Down that broad street.  
Well, I got to the corner,  
I tried my best to smile.  
I turned around the corner  
And I ran a bloody mile.  
Man, I wasn't runnin'  
'Cause I was sick,  
I was just a-runnin'  
To get out of there quick.  
  
Well, I tripped right along  
And I'm a-wheezin' in my chest.  
I musta run a mile  
In a minute or less.  
I walked on a log  
And I tripped on a stump,  
I caught a fast freight  
With a one-arm jump.  
So, if you're travelin' down  
Louisiana way,  
And you feel kinda lonesome  
And you need a place to stay,  
Man, you're better off  
In your misery  
Than to tackle that lady  
At one-oh-three.

"
Bob Dylan,Broke Down Engine,/b/bob+dylan/broke+down+engine_20021644.html,"Feel like a broke-down engine, ain't got no drivin' wheel,  
Feel like a broke-down engine, ain't got no drivin' wheel.  
You all been down and lonesome, you know just how a poor man feels.  
  
Been shooting craps and gambling, momma, and I done got broke,  
Been shooting craps and gambling, momma, and I done got broke,  
I done pawned my pistol, baby, my best clothes been sold.  
  
Lordy, Lord, Lordy, Lord, Lordy, Lord, Lordy, Lord,  
Lordy, Lord.  
  
I went down in my praying ground, fell on my bended knees,  
I went down in my praying ground, fell on my bended knees,  
I ain't cryin' for no religion, Lord, give me back my good gal please.  
  
If you give me back my baby, I won't worry you no more,  
Give me back my baby, I won't worry you no more,  
Don't have to put her in my house, Lordy, just lead her to my door.  
  
Lordy, Lord, Lordy, Lord, Lordy, Lord, Lordy, Lord,  
Lordy, Lord.  
  
Can't you hear me, baby, rappin' on your door?  
Can't you hear me, baby, rappin' on your door?  
Now you hear me tappin', tappin' across your floor.  
  
Feel like a broke-down engine, ain't got no drive at all,  
Feel like a broke-down engine, ain't got no drive at all.  
What make me love my woman, she can really do the Georgia Crawl.  
  
Feel like a broke-down engine, ain't got no whistle or bell,  
Feel like a broke-down engine, ain't got no whistle or bell,  
If you're a real hot momma, come take away Daddy's weeping spell.

"
Bob Dylan,California,/b/bob+dylan/california_20168716.html,"By Bob Dylan  
  
I'm goin' down south,  
'Neath the borderline.  
I'm goin' down south,  
'Neath the borderline.  
Some fat momma  
Kissed my mouth one time.  
  
Well, I needed it this morning  
Without a shadow of doubt.  
My suitcase is packed,  
My clothes are hangin' out.  
  
San Francisco's fine,  
You sure get lots of sun.  
San Francisco is fine.  
You sure get lots of sun.  
But I'm used to four seasons,  
California's got but one.  
  
Well, I got my dark sunglasses,  
I got for good luck my black tooth.  
I got my dark sunglasses,  
And for good luck I got my black tooth.  
Don't ask me nothin' about nothin',  
I just might tell you the truth.

"
Bob Dylan,Can You Please Crawl Out Your Window?,/b/bob+dylan/can+you+please+crawl+out+your+window_20021634.html,"He sits in your room, his tomb with a fist full of tacks  
Preoccupied with his vengeance  
Cursin' the dead that can't answer him back  
You know he has no intentions  
Of looking your way, unless it's to say  
That he needs you to test his inventions.  
  
Please crawl out your window  
Use your arms and legs it won't ruin you  
How can you say he will haunt you  
You can go back to him any time you want to.  
  
He looks so truthful, is this how he feels  
Trying to peel the moon and expose it  
With his business-like anger and bloodhounds that kneel  
If he needs a third eye he just grows it  
He just needs you to talk or to hand him his chalk  
Or pick it up after he throws it.  
  
Please crawl out your window  
Use your arms and legs it won't ruin you  
How can you say he will haunt you  
You can go back to him any time you want to.  
  
He looks so righteous while your face is so changed  
Are you frightened of the box you keep him in  
While his genocide fools and friends rearrange  
Their religion of the little ten women  
That backs up their views but your face is so bruised  
Come on out the dark is beginning.  
  
Please crawl out your window  
Use your arms and legs it won't ruin you  
How can you say he will haunt you  
You can go back to him any time you want to.

"
Bob Dylan,Can't Help Falling In Love,/b/bob+dylan/cant+help+falling+in+love_20021353.html,"Wise men say only fools rush in  
But I can't help falling in love with you.  
Shall I stay, will it be a sin  
If I can't help falling in love with you?  
  
Like a river flows surely to the sea  
Darling, so it goes, some things were meant to be.  
Take my hand, take my whole life too  
For I can't help falling in love with you.  
  
Like a river flows surely to the sea  
Darling, so it goes, some things were meant to be.  
Take my hand, take my whole life too  
For I can't help falling in love with you.

"
Bob Dylan,Catfish,/b/bob+dylan/catfish_20021265.html,"Lazy stadium night  
Catfish on the mound.  
""Strike three,"" the umpire said,  
Batter have to go back and sit down.  
  
Catfish, million-dollar-man,  
Nobody can throw the ball like Catfish can.  
  
Used to work on Mr. Finley's farm  
But the old man wouldn't pay  
So he packed his glove and took his arm  
An' one day he just ran away.  
  
Catfish, million-dollar-man,  
Nobody can throw the ball like Catfish can.  
  
Come up where the Yankees are,  
Dress up in a pinstripe suit,  
Smoke a custom-made cigar,  
Wear an alligator boot.  
  
Catfish, million-dollar-man,  
Nobody can throw the ball like Catfish can.  
  
Carolina born and bred,  
Love to hunt the little quail.  
Got a hundred-acre spread,  
Got some huntin' dogs for sale.  
  
Catfish, million-dollar-man,  
Nobody can throw the ball like Catfish can.  
  
Reggie Jackson at the plate  
Seein' nothin' but the curve,  
Swing too early or too late  
Got to eat what Catfish serve.  
  
Catfish, million-dollar-man,  
Nobody can throw the ball like Catfish can.  
  
Even Billy Martin grins  
When the Fish is in the game.  
Every season twenty wins  
Gonna make the Hall of Fame.  
  
Catfish, million-dollar-man,  
Nobody can throw the ball like Catfish can.

"
Bob Dylan,Chimes Of Freedom,/b/bob+dylan/chimes+of+freedom_20021149.html,"Far between sundown's finish an' midnight's broken toll  
We ducked inside the doorway, thunder crashing  
As majestic bells of bolts struck shadows in the sounds  
Seeming to be the chimes of freedom flashing  
Flashing for the warriors whose strength is not to fight  
Flashing for the refugees on the unarmed road of flight  
An' for each an' ev'ry underdog soldier in the night  
An' we gazed upon the chimes of freedom flashing.  
  
In the city's melted furnace, unexpectedly we watched  
With faces hidden while the walls were tightening  
As the echo of the wedding bells before the blowin' rain  
Dissolved into the bells of the lightning  
Tolling for the rebel, tolling for the rake  
Tolling for the luckless, the abandoned an' forsakened  
Tolling for the outcast, burnin' constantly at stake  
An' we gazed upon the chimes of freedom flashing.  
  
Through the mad mystic hammering of the wild ripping hail  
The sky cracked its poems in naked wonder  
That the clinging of the church bells blew far into the breeze  
Leaving only bells of lightning and its thunder  
Striking for the gentle, striking for the kind  
Striking for the guardians and protectors of the mind  
An' the unpawned painter behind beyond his rightful time  
An' we gazed upon the chimes of freedom flashing.  
  
Through the wild cathedral evening the rain unraveled tales  
For the disrobed faceless forms of no position  
Tolling for the tongues with no place to bring their thoughts  
All down in taken-for-granted situations  
Tolling for the deaf an' blind, tolling for the mute  
Tolling for the mistreated, mateless mother, the mistitled prostitute  
For the misdemeanor outlaw, chased an' cheated by pursuit  
An' we gazed upon the chimes of freedom flashing.  
  
Even though a cloud's white curtain in a far-off corner flashed  
An' the hypnotic splattered mist was slowly lifting  
Electric light still struck like arrows, fired but for the ones  
Condemned to drift or else be kept from drifting  
Tolling for the searching ones, on their speechless, seeking trail  
For the lonesome-hearted lovers with too personal a tale  
An' for each unharmful, gentle soul misplaced inside a jail  
An' we gazed upon the chimes of freedom flashing.  
  
Starry-eyed an' laughing as I recall when we were caught  
Trapped by no track of hours for they hanged suspended  
As we listened one last time an' we watched with one last look  
Spellbound an' swallowed 'til the tolling ended  
Tolling for the aching ones whose wounds cannot be nursed  
For the countless confused, accused, misused, strung-out ones an' worse  
An' for every hung-up person in the whole wide universe  
An' we gazed upon the chimes of freedom flashing.

"
Bob Dylan,Christmas Island,/b/bob+dylan/christmas+island_20855179.html,"How'd ya like to spend Christmas  
On Christmas Island?  
How'd ya like to spend the holiday  
Away across the sea?  
How'd ya like to spend Christmas  
On Christmas Island?  
How'd ya like to hang a stocking  
On a great big coconut tree?  
  
How'd ya like to stay up late  
Like the islanders do?  
Wait for Santa to sail  
In with your presents in a canoe  
If you ever spend Christmas  
On Christmas Island  
You will never stray for everyday  
Your Christmas dreams come true  
  
How'd ya like to stay up late  
Like the islanders do?  
Wait for Santa to sail  
In with your presents  
In a canoe  
If you ever spend Christmas  
On Christmas Island  
You will never stray  
For everyday  
Your Christmas dreams  
Come true  
On Christmas Island  
Your dreams come true

"
Bob Dylan,Clean-Cut Kid,/b/bob+dylan/clean+cut+kid_20021359.html,"Everybody's asking why he couldn't adjust  
Adjust to what, a dream that bust?  
  
They took a clean-cut kid  
And they made a killer out of him  
That's what they did.  
  
They said what's up is down, they said what isn't is  
They put ideas in his head that he thought were his.  
  
They took a clean-cut kid  
And they made him a killer  
That's what they did.  
  
He was on the basketball team, he was in the marching band  
When he was ten years old he had a watermelon stand.  
  
They took a clean-cut kid  
And they made a killer out of him  
That's what they did.  
  
They said, ""Listen boy, you're just a pup""  
They sent him to a napalm health spa to shape up.  
  
They gave him dope to smoke, drinks and pills  
A jeep to drive, blood to spill.  
  
They said, ""Congratulation, you got what it takes""  
They sent him back into the race without any brakes.  
  
They took a clean-cut kid  
And they made a killer out of him  
That's what they did.  
  
He bought the American Dream but put it in doubt  
Only game he could play was Russian Roulette.  
  
He drank Coca-Cola, he was eating Wonder Bread  
He ate Burger Kings, he was well fed.  
  
He went to Hollywood to see Peter O'Toole  
He stole a Rolls Royce and drove in a pool.  
  
They took a clean-cut kid  
And they made a killer out of him  
That's what they did.  
  
He could've sold insurance, owned a restaurant or bar  
He could've been an accountant or a tennis star.  
  
He was wearing boxing gloves, took a dive one day  
Off the Golden Gate Bridge into China Bay.  
  
His mama walks the floor, his daddy weeps and moans  
They gotta sleep together in a home they don't own.  
  
They took a clean-cut kid  
And they made a killer out of him  
That's what they did.  
  
Everybody's asking why he didn't adjust  
All he wanted was somebody to trust.  
  
They took his head and turned it inside out  
He never did know what it was all about.  
  
He had a steady job, he joined the choir  
He never did plan to walk the high wire.  
  
They took a clean-cut kid  
And they made a killer out of him That's what they did.

"
